,Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed
4484,ZNF100,NM_173531,-22.47317465781322,-21.57662019957651,-21.55092418474809,82.0,-0.39346733668341705,-0.366989966555184
4485,ALKBH3,NM_139178,-22.47317465781322,-21.577407517032363,-21.552167764844846,75.0,-0.3871106094808127,-0.3885819521178637
4486,LIN52,NM_001024674,-22.474818408599816,-21.577769757123495,-21.552441177667106,91.0,-0.075,-0.2767272727272728
4487,PPIB,NM_000942,-22.47568897677993,-21.57787652545611,-21.55326009977412,26.0,-0.4593491124260355,-0.4277695167286245
4488,FTL,NM_000146,-22.477088557134355,-21.578858376154276,-21.553469939473253,93.0,-0.31974874371859296,-0.309933110367893
4489,DESI2,NM_016076,-22.478289758479992,-21.579800119354445,-21.55429141046589,118.0,-0.6192105263157895,-0.5208469945355191
4490,HNRNPH1,NM_001257293,-22.478461240946327,-21.580789924443664,-21.55481668085071,102.0,-0.3845578231292517,-0.3950202429149797
4491,C11orf1,NM_022761,-22.479689338834415,-21.5813256735181,-21.556833322722827,123.0,-0.3520474777448071,-0.3501601830663616
4492,C7orf25,NM_001099858,-22.485597177811776,-21.58134414261469,-21.557861943157484,100.0,-0.10608695652173912,-0.5198373983739837
4493,ARF3,NM_001659,-22.486429410595502,-21.583079988926407,-21.557889426095176,107.0,-0.4039525691699605,-0.38903682719546745
4494,RBM5,NM_005778,-22.486658008150506,-21.58393422645424,-21.5593437438969,94.0,-0.3675428571428571,-0.3401090909090909
4495,ANAPC4,NM_001286756,-22.487726955339408,-21.584793111674085,-21.560936734048596,86.0,-0.5324031007751938,-0.4926200873362446
4496,BAP1,NM_004656,-22.488111496778487,-21.58537305717547,-21.561075439882927,96.0,-0.5662555066079294,-0.5088073394495413
4497,FAM193A,NM_001256666,-22.48844212994401,-21.586144959954048,-21.561096182454985,86.0,-0.3389173789173789,-0.3960975609756097
4498,MROH1,NM_032450,-22.48951107713291,-21.587284316468345,-21.56116475248456,99.0,-0.3868354430379747,-0.39
4499,FTSJ3,NM_017647,-22.48951107713291,-21.5879819557257,-21.56197856573525,97.0,-0.3793653250773994,-0.3859919571045576
4500,C1orf131,NM_152379,-22.4911931633159,-21.591501310368294,-21.562127258824145,83.0,-0.4430434782608696,-0.37006849315068496
4501,TSPAN13,NM_014399,-22.493793945015955,-21.592083261583948,-21.56221651636884,86.0,-0.5033471074380166,-0.4719883040935672
4502,NIPAL2,NM_024759,-22.4957495492758,-21.592548222350526,-21.564620712381252,115.0,-0.570390625,-0.5642977528089888
4503,SUPT6H,NM_001320755,-22.49602575815411,-21.59255353346581,-21.56634296734136,76.0,-0.3710071942446043,-0.3615873015873016
4504,PPCS,NM_001287510,-22.49602575815411,-21.592976290738076,-21.56691172277024,110.0,-0.4791230366492147,-0.4601388888888889
4505,GGCT,NM_001199815,-22.496410299593187,-21.594396345903363,-21.566992122267408,99.0,-0.423939393939394,-0.3946551724137931
4506,VAPA,NM_003574,-22.497707844337093,-21.594497076046355,-21.567552681392268,114.0,-0.5237458193979933,-0.4683458646616541
4507,WDR76,NM_024908,-22.499161332965077,-21.59551205374786,-21.5685363346631,76.0,-0.5256302521008404,-0.41625570776255705
4508,TNK2,NM_005781,-22.501243499169398,-21.596025248388848,-21.569058862197352,121.0,-0.5321362799263352,-0.5295956454121306
4509,STAT2,NM_005419,-22.501345534779915,-21.597983653189612,-21.569386936347442,123.0,-0.4305418719211823,-0.42848184818481855
4510,NHP2,NM_017838,-22.501393146103226,-21.59914601627189,-21.571875750374566,103.0,-0.3847552447552448,-0.4067078189300412
4511,LCMT1,NM_016309,-22.502994427470203,-21.59924338399997,-21.57188089816492,110.0,-0.4067088607594937,-0.4046124031007752
4512,TATDN1,NM_001317889,-22.506941520284037,-21.60218772197092,-21.572027695278035,89.0,-0.2807142857142857,-0.2680281690140845
4513,KIAA0556,NM_015202,-22.50786021580111,-21.60223025568153,-21.572225202788534,79.0,-0.15541666666666668,-0.2612096774193549
4514,DCAF5,NM_003861,-22.509542301984094,-21.602619455586108,-21.572262604693567,94.0,-0.4857534246575342,-0.4748902821316615
4515,NCOA6,NM_001318240,-22.509713784450437,-21.606811064446216,-21.57263363136125,80.0,-0.3158187475690393,-0.315994009734182
4516,FGL2,NM_006682,-22.51198393298497,-21.606967768069264,-21.575323406435103,89.0,-0.39425,-0.3031428571428571
4517,ARRDC3,NM_001329670,-22.51231456615049,-21.607776905471173,-21.57634210231754,63.0,-0.3197967479674797,-0.32024060150375944
4518,CITED2,NM_006079,-22.5166130069107,-21.609625087375267,-21.57661394531737,125.0,-0.3865853658536585,-0.4005491329479769
4519,GOLGA1,NM_002077,-22.517910551654612,-21.611042967614683,-21.576987053424567,106.0,-0.424327485380117,-0.4131221719457013
4520,GM2A,NM_000405,-22.51849861400617,-21.612814931427387,-21.57720243718833,93.0,-0.38066666666666665,-0.35811320754716985
4521,PMPCB,NM_004279,-22.519694673448114,-21.614375251955472,-21.5781256877572,108.0,-0.018823529411764708,-0.3514179104477612
4522,TMF1,NM_007114,-22.520526906231844,-21.61565327601367,-21.5829404644475,79.0,-0.4498785425101215,-0.4301152737752161
4523,PPP2R2A,NM_002717,-22.52196482198265,-21.61719217128933,-21.58389999671185,107.0,-0.3892705167173252,-0.3850349650349649
4524,NDUFA3,NM_004542,-22.52196482198265,-21.61886289130631,-21.584783447156052,100.0,-0.29444444444444445,-0.3620472440944882
4525,MDH1,NM_005917,-22.52196482198265,-21.620180314328884,-21.586148181803456,92.0,-0.3477241379310345,-0.34910280373831776
4526,HACE1,NM_020771,-22.523025652321387,-21.621210242715613,-21.586282707801427,88.0,-0.5355595667870036,-0.4980901856763926
4527,CDC123,NM_006023,-22.524479140949374,-21.621321564631337,-21.588141263739125,86.0,-0.34598591549295776,-0.3438802083333334
4528,MRPS26,NM_030811,-22.524879220970703,-21.622539190071684,-21.588865104623352,90.0,-0.37200000000000005,-0.5458571428571428
4529,ZNF16,NM_001029976,-22.52506206139723,-21.62324113116875,-21.591033497960073,70.0,-0.3549732620320855,-0.3822648083623693
4530,MIEF2,NM_139162,-22.527251405115763,-21.62518042349821,-21.591617877520367,113.0,-0.4374407582938388,-0.4649517684887461
4531,SH3BP2,NM_001145855,-22.527662843097293,-21.626642601656275,-21.591966932194925,86.0,-0.44273743016759776,-0.4734767025089606
4532,RPS20,NM_001146227,-22.53197682243977,-21.62771154884518,-21.593023253987976,108.0,-0.3897979797979798,-0.3581208053691275
4533,CDK5,NM_004935,-22.53424697097431,-21.629871321641264,-21.594368241730667,95.0,-0.5812820512820513,-0.4185714285714285
4534,DMXL2,NM_001174116,-22.535031592434727,-21.633447785793013,-21.594527594720144,92.0,-0.5084444444444445,-0.4754461538461538
4535,UBXN10,NM_152376,-22.53603109276781,-21.634077469083127,-21.594733200284704,108.0,-0.3134065934065934,-0.3407853403141361
4536,TARS2,NM_025150,-22.53648508106271,-21.63514641627204,-21.594908876097044,118.0,-0.1913793103448276,-0.34882352941176475
4537,OAT,NM_001322966,-22.53852983885735,-21.637406067355442,-21.595400170404893,100.0,-0.3016517857142857,-0.3028649635036496
4538,GAA,NM_000152,-22.53870132132369,-21.638348371256644,-21.59559385557952,98.0,-0.5436523929471033,-0.536841046277666
4539,TRIT1,NM_017646,-22.539983327485327,-21.638989048837427,-21.595606748604073,128.0,-0.066,-0.4258333333333333
4540,ZNF710,NM_198526,-22.54031396065085,-21.63935966808766,-21.597713515267248,72.0,-0.537828947368421,-0.510357142857143
4541,KIF22,NM_001256270,-22.54055813108302,-21.642594479536893,-21.600258507657568,65.0,-0.411159793814433,-0.3998770491803279
4542,IQCC,NM_001160042,-22.543228359638906,-21.64455230721409,-21.600925019025308,71.0,-0.33978723404255323,-0.4322448979591837
4543,TONSL,NM_013432,-22.544681848266887,-21.644699322992142,-21.603624228502674,84.0,-0.13533333333333333,-0.4681739130434783
4544,SFMBT1,NM_016329,-22.54560054378396,-21.644796477646263,-21.604073109483547,88.0,-0.4040721649484536,-0.3865983606557377
4545,SLC35B2,NM_001286520,-22.545681348599967,-21.645655296376763,-21.604134758222948,94.0,-0.5040248226950355,-0.4981626506024096
4546,GTPBP10,NM_033107,-22.546081428621306,-21.646470380489717,-21.604391920365714,83.0,-0.3474025974025974,-0.33581920903954804
4547,CAPZA2,NM_006136,-22.547054032411943,-21.64730815725139,-21.604574229739644,124.0,-0.4495145631067961,-0.4058620689655173
4548,ZNF189,NM_197977,-22.54786555041481,-21.64816129417984,-21.608163122408953,86.0,-0.411453154875717,-0.3803210272873194
4549,CFD,NM_001317335,-22.548351577155852,-21.64897244713984,-21.608281625922032,129.0,-0.20161290322580644,-0.4529770992366413
4550,SLC35F5,NM_001330314,-22.554278195825486,-21.649289407498365,-21.608628452461872,77.0,-0.4723867809057528,-0.4648418756815703
4551,UROD,NM_000374,-22.55565087963745,-21.649466322016522,-21.6099292970107,79.0,-0.3308270676691729,-0.3412446351931331
4552,RNF34,NM_194271,-22.55573168445347,-21.649679455883994,-21.611580599583146,81.0,-0.31354430379746834,-0.33806201550387605
4553,TTC13,NM_024525,-22.557104368265442,-21.651264590283137,-21.61158379501933,113.0,-0.3088095238095238,-0.5177464788732394
4554,ARSB,NM_000046,-22.56018603480285,-21.65164969242325,-21.611596295535406,96.0,-0.4275139146567718,-0.4495774647887323
4555,MS4A3,NM_006138,-22.56501862964106,-21.652480584637594,-21.612742202410587,112.0,-0.32359375,-0.3467105263157895
4556,WDR46,NM_005452,-22.568484837617547,-21.653325648029288,-21.614759224109697,76.0,-0.29406162464986,-0.2977680525164114
4557,KLHL15,NM_030624,-22.56848483761755,-21.654987184506673,-21.614776594395934,84.0,-0.4007421875,-0.426123595505618
4558,HSF1,NM_005526,-22.57033840626687,-21.656682018390885,-21.616026589413547,79.0,-0.5784656084656085,-0.5389965397923876
4559,DNM1L,NM_001278464,-22.57033840626687,-21.656958842417406,-21.61673157862218,88.0,-0.4642073170731707,-0.4407196969696969
4560,IST1,NM_001270976,-22.5713992366056,-21.65704751517849,-21.616797320215667,89.0,-0.3046808510638298,-0.30746527777777777
4561,RTF1,NM_015138,-22.5731833583991,-21.65747559032868,-21.617115248572887,58.0,-0.2258333333333333,-0.4670535714285714
4562,PHF13,NM_153812,-22.57366938514014,-21.658587905839287,-21.61805145968368,72.0,-0.4254986522911052,-0.4047983014861996
4563,SH3KBP1,NM_001353891,-22.57458808065721,-21.65959641737894,-21.618330125549125,78.0,-0.4387341772151898,-0.4230288461538461
4564,UBE3C,NM_014671,-22.57466888547322,-21.660340707314216,-21.61837208509777,108.0,-0.6265064102564103,-0.5741504854368932
4565,CXXC1,NM_001101654,-22.57853517347105,-21.660426459575984,-21.618882074799647,81.0,-0.4065620736698499,-0.4131812725090036
4566,CCDC9,NM_015603,-22.5791232358226,-21.661605354357448,-21.618953315627106,115.0,-0.4413043478260869,-0.40081433224755697
4567,OPTN,NM_001008211,-22.583037135143734,-21.661947176271557,-21.61896098737355,95.0,-0.40101545253863136,-0.39043399638336346
4568,MRPL2,NM_015950,-22.58527524523214,-21.66224537110334,-21.61900144972405,101.0,-0.3575609756097561,-0.3641287878787879
4569,FARP2,NM_014808,-22.586503343120228,-21.664419269924974,-21.619655052010923,109.0,-0.5142073170731707,-0.4714015151515152
4570,RNF14,NM_004290,-22.58910412482028,-21.664700329297123,-21.619664055571825,83.0,-0.41896103896103903,-0.3942170818505337
4571,BORCS6,NM_017622,-22.589173571676106,-21.664834589168123,-21.6210917575244,90.0,-0.3297169811320755,-0.4451941747572815
4572,UBE4B,NM_001105562,-22.58927560728662,-21.66491582331799,-21.622001036618308,68.0,-0.4207848837209303,-0.4266116751269036
4573,ATG7,NM_001349232,-22.590957693469605,-21.66640316164846,-21.62246687334073,98.0,-0.3222033898305085,-0.32255244755244755
4574,OCIAD1,NM_001079839,-22.59487159279074,-21.668153818591765,-21.62397400670796,92.0,-0.43810909090909095,-0.3848800000000001
4575,LEPROTL1,NM_015344,-22.59487159279074,-21.670408690679288,-21.62537568095511,95.0,-0.39841121495327103,-0.3739130434782609
4576,ILK,NM_001014795,-22.59487159279074,-21.671542055571763,-21.62810889030632,73.0,-0.3322294372294373,-0.33398576512455513
4577,FAM160A2,NM_032127,-22.59487159279074,-21.671902140145654,-21.628892093240747,68.0,-0.4555988857938719,-0.4533986928104575
4578,SMAD2,NM_001003652,-22.596072794136376,-21.675184780383074,-21.62965380219421,91.0,-0.56165,-0.55788
4579,RRP36,NM_033112,-22.596072794136376,-21.675795956907088,-21.630367406768976,49.0,-0.3850943396226415,-0.523921568627451
4580,SLC7A1,NM_003045,-22.596553678973727,-21.676376928274507,-21.6306025626736,98.0,-0.37705426356589145,-0.41673511293634496
4581,LGALS1,NM_002305,-22.596553678973727,-21.676642833916677,-21.63231125664438,119.0,-0.3891752577319588,-0.4021827411167513
4582,BRD4,NM_058243,-22.596553678973727,-21.67805377886843,-21.633264784259964,80.0,-0.3401801801801801,-0.3408695652173913
4583,EXOC8,NM_175876,-22.596655714584237,-21.67901450323604,-21.635015277119983,117.0,-0.3567716535433071,-0.3943171806167401
4584,DNAAF2,NM_018139,-22.598925863118783,-21.679217839276113,-21.636693797029334,135.0,-0.31320987654320986,-0.4323204419889503
4585,SIKE1,NM_001102396,-22.601386273811933,-21.6797282760716,-21.63757842057091,81.0,-0.374375,-0.3971666666666666
4586,OSBPL6,NM_001201480,-22.601386273811933,-21.680875194257,-21.639116744103717,81.0,-0.3618566176470588,-0.3507919254658385
4587,PRKACA,NM_001304349,-22.60177081525101,-21.681333608154727,-21.64138566137576,99.0,-0.3095320197044335,-0.3397035573122529
4588,JMJD6,NM_001081461,-22.6027377268294,-21.68223794996244,-21.642422843426065,96.0,-0.4654938271604938,-0.4346933962264151
4589,TSEN34,NM_001282332,-22.60362438390033,-21.682779270449046,-21.642716784108618,88.0,-0.4241800643086817,-0.4572992700729927
4590,ADAM10,NM_001110,-22.60362438390033,-21.68368191255816,-21.644353110615157,83.0,-0.4512612612612613,-0.43125
4591,EID2,NM_153232,-22.604623884233423,-21.684357544455267,-21.644516650262783,86.0,-0.34621848739495803,-0.4004109589041096
4592,PHF12,NM_001033561,-22.60485248178842,-21.686388563688755,-21.645047115653547,60.0,-0.5764339622641509,-0.5475079365079365
4593,RFC2,NM_001278791,-22.605023964254762,-21.686514706709584,-21.645972019328127,100.0,-0.3955625,-0.3864827586206897
4594,SMYD4,NM_052928,-22.608559619087067,-21.689882804463622,-21.64696170450731,79.0,-0.5306547619047619,-0.4430597014925373
4595,SLC41A3,NM_017836,-22.6093068321378,-21.690336467758442,-21.64772333371433,80.0,-0.5741150442477876,-0.5552147239263804
4596,IGSF3,NM_001007237,-22.613220731458934,-21.692328676575013,-21.648069325801163,85.0,-0.40109375,-0.4173271889400922
4597,CCHCR1,NM_001105564,-22.614902817641926,-21.692866822135233,-21.6494249992247,45.0,-0.3416402116402116,-0.39847750865051895
4598,NMI,NM_004688,-22.61627550145389,-21.692915217818346,-21.6495651237068,84.0,-0.40460606060606064,-0.3493720930232558
4599,ANKRD44,NM_001195144,-22.61652778873624,-21.693363021089123,-21.650054927626254,111.0,-0.4583419689119171,-0.4027645051194539
4600,CDCA4,NM_017955,-22.619945230342857,-21.693674829125605,-21.650331550139647,100.0,-0.435625,-0.4155612244897959
4601,TRIM21,NM_003141,-22.622459549309568,-21.696805141096345,-21.651086139389047,116.0,-0.22946902654867254,-0.3043661971830986
4602,NDUFAF1,NM_016013,-22.623042469757443,-21.69750401291114,-21.654087329749913,116.0,-0.3795979899497488,-0.3674497991967872
4603,MTMR4,NM_004687,-22.62472455594042,-21.69953090336778,-21.654494691658826,105.0,-0.4378181818181818,-0.39766666666666667
4604,BACH1,NM_206866,-22.62472455594042,-21.70043276560855,-21.654692182068143,94.0,-0.33864197530864193,-0.31813411078717196
4605,MFSD6,NM_017694,-22.625643251457486,-21.70129757673677,-21.654885499724763,109.0,-0.4306172839506173,-0.37601415094339613
4606,HMCES,NM_001006109,-22.62732533764048,-21.702653716252698,-21.655280721192064,89.0,-0.5117241379310344,-0.4958171745152355
4607,BTD,NM_001323582,-22.629595486175017,-21.70309999841526,-21.65755413077148,100.0,-0.3679638009049773,-0.3766051660516605
4608,FANCI,NM_001113378,-22.633092805610943,-21.703506031596135,-21.657719390454613,75.0,-0.25855555555555554,-0.26321052631578945
4609,PHLPP1,NM_194449,-22.633909465517487,-21.70512224379603,-21.658676919396964,75.0,-0.5013061224489795,-0.5250434782608695
4610,NAA35,NM_001321882,-22.63487692740444,-21.70512224379603,-21.658733325317012,87.0,-0.5197435897435898,-0.4614412416851442
4611,SGTA,NM_003021,-22.635293507289656,-21.705595943963882,-21.659033776337882,87.0,-0.4820408163265306,-0.441497975708502
4612,MFSD10,NM_001120,-22.635693587311,-21.70565915656061,-21.65959204749626,93.0,-0.5149363057324841,-0.5119323671497584
4613,POGLUT1,NM_152305,-22.638538539443225,-21.706541196238586,-21.659705929747595,73.0,-0.485952380952381,-0.4688586956521739
4614,LPGAT1,NM_001320808,-22.639992028071212,-21.70755434876464,-21.660558167323646,131.0,-0.3383210784313725,-0.3401855895196507
4615,ACTR6,NM_022496,-22.64099152840429,-21.710158545361065,-21.660714651125804,99.0,-0.342078431372549,-0.33030057803468205
4616,TRAPPC6B,NM_001079537,-22.642592809771266,-21.710746262098528,-21.661091651252505,125.0,-0.3740597014925373,-0.3756781609195402
4617,STX4,NM_001272095,-22.643073694608614,-21.710989368962707,-21.66118508172111,87.0,-0.4357810218978102,-0.4409426751592356
4618,TGOLN2,NM_001206841,-22.643661756960174,-21.71146824808578,-21.661666457821664,95.0,-0.452125748502994,-0.4519815668202765
4619,C12orf29,NM_001009894,-22.64534384314316,-21.71212733568684,-21.66385912484304,114.0,-0.4622151898734178,-0.4210077519379845
4620,SEC16A,NM_014866,-22.647528044958,-21.712676056977354,-21.66425478420068,115.0,-0.3949514563106796,-0.43422982885085576
4621,TRIOBP,NM_001039141,-22.64811610730955,-21.713387320031444,-21.664565863758696,76.0,-0.3314760147601476,-0.3347978436657682
4622,BMT2,NM_152556,-22.649798193492536,-21.713806782508236,-21.664947233840863,71.0,-0.5245669291338583,-0.5439647577092511
4623,MAP1S,NM_001308363,-22.652414548069768,-21.715321378102303,-21.66563218029261,110.0,-0.4332340425531915,-0.4388358208955224
4624,CRTC2,NM_181715,-22.652414548069768,-21.716800791853867,-21.666454261379556,124.0,-0.5176100628930818,-0.4931660231660232
4625,PRDM10,NM_020228,-22.652643145624772,-21.718025648631937,-21.66704158221684,85.0,-0.4018534482758621,-0.4231024096385542
4626,TANC2,NM_025185,-22.653712092813677,-21.719801710209104,-21.667128062863526,111.0,-0.02130434782608696,-0.21959349593495936
4627,AFMID,NM_001145526,-22.65381412842419,-21.72131565274723,-21.668185924484455,90.0,-0.25592592592592595,-0.3590909090909091
4628,DNAJB14,NM_001031723,-22.65404272597919,-21.721588471364193,-21.668961664137587,75.0,-0.448516129032258,-0.4303921568627451
4629,RSL24D1,NM_016304,-22.655496214607176,-21.721632368999423,-21.66983087447045,98.0,-0.377972027972028,-0.3460905349794238
4630,MBNL1,NM_021038,-22.655496214607176,-21.72558005153369,-21.670033919785556,107.0,-0.3577298444130127,-0.35799867899603705
